kwic_id,doc_id,doc_token_id,doc_file_name,hit_size,S1,S2,S3,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,
336,14,234,_10_1371_journal_pone_0062712.txt,1,10,1,1,and ,trimethoprim. ,Highest ,levels ,of ,both ,antibiotics ,and ,ARGs ,were ,seen ,at ,a ,drug ,formulation ,"facility, ",within ,an ,industrial ,estate ,
312,96,89,_10_1371_journal_pone_0092459.txt,1,10,1,1,copper (,Cu) > ,chromium (,"Cr), ",in ,"particular, ",As ,and ,Cd ,were ,regarded ,as ,high ,polluted ,metals. ,While ,the ,results ,of ,extraction ,
107,5,46,_10_1371_journal_pone_0057546.txt,1,10,1,1,who ,have ,increased ,number ,of ,joint ,publications ,and ,are ,being ,cited ,highly. ,Methodology/,Principal ,Findings: ,Measures ,of ,social ,network ,"analysis, ",
129,87,22,_10_1371_journal_pone_0089664.txt,1,10,1,1,cold-,climate ,mountain ,"ecosystems, ",where ,road ,building ,and ,development ,are ,expected ,to ,increase ,in ,future ,decades. ,Knowledge ,of ,the ,sensitivity ,
161,99,27,_10_1371_journal_pone_0094414.txt,1,10,1,1,nodes ,are ,"airports, ","sectors, ",or ,navigation ,points ,and ,links ,are ,defined ,and ,weighted ,according ,to ,the ,traffic ,of ,flights ,between ,
333,24,38,_10_1371_journal_pone_0064852.txt,1,10,1,1,edges ,of ,its ,distribution ,range ,in ,Europe ,and ,little ,is ,known ,about ,its ,current ,distribution ,and ,abundance ,in ,Poland. ,Although ,
120,34,105,_10_1371_journal_pone_0068636.txt,1,10,1,1,"Scale, ",intensive ,care ,unit ,"admissions, ",hospital ,stay ,and ,mortality ,were ,analyzed. ,Results: 245 ,patients ,were ,"studied, 69% ",were ,vehicle ,"occupants, 15% ","pedestrians, 9% ",motorcyclists ,
280,64,136,_10_1371_journal_pone_0080275.txt,1,10,1,1,weeds/,invaders ,in ,South ,Africa. ,One ,hundred ,and ,one ,are ,classified ,as ,internationally ,important ,environmental ,weeds. ,Although ,most (487) ,were ,only ,
97,78,186,_10_1371_journal_pone_0087470.txt,1,10,1,1,movements ,and ,an ,additional ,evaluation ,of ,head ,and ,shoulder ,was ,performed. ,Six ,out ,of ,ten ,HP ,and ,four ,out ,of ,
154,11,37,_10_1371_journal_pone_0060590.txt,1,10,1,1,at ,which ,distinct ,behaviors ,related ,to ,reproduction ,and ,survival ,are ,impacted ,by ,human ,interference. ,Here ,we ,provide ,a ,novel ,approach ,
334,87,10,_10_1371_journal_pone_0089664.txt,1,10,2,2,"
",Effects ,of ,roads ,on ,plant ,communities ,are ,not ,well ,known ,in ,cold-,climate ,mountain ,"ecosystems, ",where ,road ,building ,and ,
346,95,98,_10_1371_journal_pone_0092430.txt,1,10,2,2,actions. ,"Nonetheless, ",the ,implications ,of ,these ,impediments ,are ,not ,well ,"understood, ",especially ,for ,recovery ,planning ,involving ,multiple ,actions. ,We ,used ,
106,89,232,_10_1371_journal_pone_0090835.txt,1,10,1,1,zebra ,crosswalk ,accidents. ,Accidents ,involving ,large ,vehicles ,are ,associated ,with ,increased ,risk ,of ,severe ,injury. ,Further ,prospective ,studies ,are ,"needed, ",
180,16,64,_10_1371_journal_pone_0063385.txt,1,10,1,1,information ,and ,what ,kind ,of ,image ,features ,are ,common ,ones ,shared ,in ,multiple ,classes. ,"Mathematically, ",the ,whole ,formulation ,is ,subject ,
260,99,29,_10_1371_journal_pone_0094414.txt,1,10,1,1,"airports, ","sectors, ",or ,navigation ,points ,and ,links ,are ,defined ,and ,weighted ,according ,to ,the ,traffic ,of ,flights ,between ,the ,nodes. ,
303,82,23,_10_1371_journal_pone_0087986.txt,1,10,1,1,networks ,modelling, ,in ,"particular, ",self-,healing ,capabilities ,are ,implemented ,through ,distributed ,communication ,protocols ,that ,exploit ,redundant ,links ,to ,recover ,the 
282,60,166,_10_1371_journal_pone_0078586.txt,1,10,1,1,possible ,toxic ,effect. ,"Moreover, ",adequate ,physical ,properties ,are ,maintained. ,The ,nanosized ,quaternary ,amine ,particles ,interact ,within ,minutes ,with ,"bacteria, ",triggering ,
114,89,243,_10_1371_journal_pone_0090835.txt,1,10,1,1,risk ,of ,severe ,injury. ,Further ,prospective ,studies ,are ,"needed, ",with ,detailed ,assessment ,of ,motor ,vehicle ,types ,and ,"speed. 
","
",Close ,
291,69,245,_10_1371_journal_pone_0082738.txt,1,10,1,1,food ,trade-,off ,strategy. ,Although ,grizzly ,bears ,are ,presently ,not ,hunted ,in ,"Alberta, ",their ,perceived ,risks ,associated ,with ,humans ,influence ,
142,40,14,_10_1371_journal_pone_0071179.txt,1,10,1,1,have ,ever ,focused ,on ,the ,elephants ,that ,are ,wounded ,or ,killed ,as ,local ,communities ,attempt ,to ,scare ,these ,animals ,away ,
269,74,187,_10_1371_journal_pone_0086294.txt,1,10,1,1,evaluated ,using ,a ,push-,out ,test. ,Data ,were ,analyzed ,using ,repeated ,measurement ,ANOVA ,and ,following ,post-,hoc ,test. ,Results: ,CLSM ,
254,40,122,_10_1371_journal_pone_0071179.txt,1,10,1,1,apparently ,unaffected ,animals. ,The ,observed ,active ,injuries ,were ,as ,expected ,biased ,by ,"age, ",with ,adults ,suffering ,more ,harm, ,on ,the 
105,89,185,_10_1371_journal_pone_0090835.txt,1,10,1,1,"OR 0.61, 95% ","CI 0.38–0.98, ",p<0.042). ,Accidents ,involving ,a ,truck ,were ,associated ,with ,increased ,risk ,of ,severe ,injury (,"OR 3.53, 95%","CI 1.21–10.26, ",p<0.02). ,Conclusion: ,Accidents ,
125,93,106,_10_1371_journal_pone_0091942.txt,1,10,1,1,"traps, ",and ,fresh ,faecal ,samples ,from 424 ,individuals ,were ,collected ,and ,analyzed ,in ,the ,laboratory. ,The ,quantification ,of ,FCM ,was ,performed ,
90,90,105,_10_1371_journal_pone_0091058.txt,1,10,1,1,perform 3,D ,reconstruction. ,THA-,associated ,anatomical ,parameters ,were ,measured ,and ,compared ,with ,other ,published ,data. ,In ,comparison ,with ,published ,"data, ",
146,10,48,_10_1371_journal_pone_0060158.txt,1,10,1,1,elected ,local ,politicians. ,Interventions: ,Intervention ,group ,politicians ,were ,provided ,with ,tailored ,information ,"packs, ",including ,maps ,of ,casualty ,"sites, ",numbers ,injured ,
39,42,203,_10_1371_journal_pone_0071790.txt,1,10,1,1,commute ,modal ,share ,and ,total ,modal ,share ,were ,reasonably ,highly ,correlated ,for ,private ,motorised ,transport (,"r = 0.94), ",public ,transport (,"r = 0.96), ",walking (,
329,73,114,_10_1371_journal_pone_0085725.txt,1,10,1,1,"logging, ",municipalities ,where 0–7% ,of ,the ,remaining ,forests ,were ,selectively ,logged ,had ,the ,highest ,malaria ,"risk (1.72, 95% ","CI 1.18–2.51), ",and ,areas ,with ,higher ,
213,23,134,_10_1371_journal_pone_0064782.txt,1,10,1,1,of ,blink ,duration) ,and ,several ,driving ,measure ,were ,taken ,and ,synchronized ,with ,the ,reporting. ,Based ,on ,mixed ,model ,Anova ,and ,
275,86,103,_10_1371_journal_pone_0089381.txt,1,10,1,1,MOT ,and ,UFOV ,"tasks, ",respectively. ,Dependent ,variables ,were ,the ,log ,speed ,threshold ,for 60% ,correct ,identification ,of ,targets (,MOT) ,and ,the ,
100,93,115,_10_1371_journal_pone_0091942.txt,1,7,1,1,and ,analyzed ,in ,the ,laboratory. ,The ,quantification ,of ,FCM ,was ,performed ,by ,a 5,α-,pregnane-3,"β,11","β, 21-",triol-20-,one ,enzyme ,
13,23,32,_10_1371_journal_pone_0064782.txt,1,7,1,1,driver ,sleepiness ,in ,field ,studies. ,Two ,measures ,of ,ORS ,were ,used: (1) ,one ,for ,behavioural ,signs ,based ,on ,facial ,"expression, ",body ,
201,96,102,_10_1371_journal_pone_0092459.txt,1,7,1,1,polluted ,metals. ,While ,the ,results ,of ,extraction ,of ,TCLP ,were ,assessed ,using ,"P, ",the ,sequence ,was ,As > ,Pb > ,Cd > ,Cr > ,
59,83,63,_10_1371_journal_pone_0088445.txt,1,7,1,1,highest ,failure ,rate ,or ,highest ,"betweenness, ",reliability ,of ,WDS ,is ,evaluated ,by ,introducing ,hydraulic ,analysis ,and ,cascading ,failures (,conductive ,failure ,
169,72,237,_10_1371_journal_pone_0085557.txt,1,7,1,1,many ,others ,bifurcated ,or ,fused. ,A ,majority ,of ,bifurcations ,were ,observed ,at ,branching ,points. ,"However, ",some ,canals ,appeared ,and/,or ,
189,76,124,_10_1371_journal_pone_0086888.txt,1,7,1,1,canals). ,The ,authors ,concluded ,that ,the ,loss ,of ,ponds ,was ,caused ,by ,pond ,intrinsic ,"factors, ",such ,as ,pond ,perimeter, ,a 
158,13,80,_10_1371_journal_pone_0061876.txt,1,7,1,1,cars ,on ,the ,roadway. ,An ,additional ,set ,of ,rules ,is ,defined ,to ,describe ,the ,dynamics ,at ,the ,intersection ,assuming ,a ,
15,28,123,_10_1371_journal_pone_0065198.txt,1,6,4,3,RTIs ,in ,the ,whole ,country. ,The ,Poisson ,regression ,model ,was ,used ,to ,estimate ,the ,changes ,in ,the ,frequency ,of ,events ,
23,65,90,_10_1371_journal_pone_0080598.txt,1,6,4,3,for ,the ,four ,disease ,symptoms. ,A ,Poisson ,regression ,model ,was ,used ,to ,control ,for ,potential ,confounding. ,Frequency ,of ,hospital ,attendance ,
27,76,76,_10_1371_journal_pone_0086888.txt,1,6,4,3,forces ,behind ,pondscape ,changes. ,The ,logistic ,stepwise ,regression ,model ,was ,used ,to ,develop ,a ,series ,of ,relationships ,between ,pondscapes ,affected ,
26,76,55,_10_1371_journal_pone_0086888.txt,1,6,4,1,geographic ,information ,system (,GIS) ,and ,logistic ,stepwise ,regression ,model ,were ,used ,to ,detect ,pond-,loss ,rates ,and ,to ,understand ,the ,
10,0,138,_10_1371_journal_pone_0053755.txt,1,6,1,1,clusters. ,Bivariate ,and ,multiple ,logistic ,or ,Poisson ,regression ,analyses ,were ,used ,to ,determine ,significant ,relationships. ,"Overall, ",bed ,net (30%) ,and ,ITN (9%) ,
93,4,87,_10_1371_journal_pone_0057255.txt,1,6,1,1,various ,types ,of ,traffic ,crashes. ,Multiple ,logistic ,regression ,analysis ,was ,performed ,to ,elucidate ,the ,relationship ,between ,leukoaraiosis ,and ,various ,types ,
4,52,280,_10_1371_journal_pone_0076108.txt,1,5,1,1,community ,at ,the ,time ,of ,sampling. ,There ,is ,a ,growing ,need ,for ,expanded ,and ,more ,curated ,protein ,databases ,that ,permit ,
263,49,257,_10_1371_journal_pone_0075024.txt,1,5,1,1,law ,enforcement ,throughout ,the ,country. ,Río ,Muni ,is ,currently ,under-,represented ,in ,conservation ,efforts ,in ,Western ,Equatorial ,"Africa, ",and ,we ,
43,35,35,_10_1371_journal_pone_0069254.txt,1,5,1,1,systems. ,Yet ,how ,new ,public ,transport ,infrastructure ,is ,experienced ,and ,integrated (,or ,not) ,into ,daily ,practice ,is ,little ,understood. ,We ,
250,39,31,_10_1371_journal_pone_0069829.txt,1,5,1,1,costs. ,Although ,the ,origin ,of ,such ,events ,is ,often ,geographically ,"confined, ",their ,impact ,reverberates ,through ,entire ,networks ,in ,ways ,that ,
172,23,287,_10_1371_journal_pone_0064782.txt,1,5,1,1,sleepiness ,on ,a ,detailed ,level ,as 5 ,minutes ,is ,usually ,not ,detected, ,this ,holds ,true ,both ,when ,taking ,into ,account ,driving 
37,5,272,_10_1371_journal_pone_0057546.txt,1,5,1,1,values ,of ,authors ,in ,a ,co-,authorship ,network ,are ,positively ,correlated ,with ,the ,strength ,of ,their ,scientific ,collaborations. ,Conclusions/,Significance: ,
215,63,170,_10_1371_journal_pone_0080178.txt,1,5,1,1,transfer ,of ,passenger ,flow ,to ,the ,road ,network ,is ,here ,predicted ,in ,the ,cases ,of ,failures ,of ,two ,representative ,URT ,
68,5,33,_10_1371_journal_pone_0057546.txt,1,5,1,1,publications. ,"However, ",little ,is ,known ,about ,what ,network ,properties ,are ,associated ,with ,authors ,who ,have ,increased ,number ,of ,joint ,publications ,
197,58,76,_10_1371_journal_pone_0077718.txt,1,5,1,1,estimated ,commute ,travel ,time. ,The ,measures ,of ,network ,structure ,are ,estimated ,using ,the ,street ,network ,along ,the ,identified ,commute ,route. ,
252,61,88,_10_1371_journal_pone_0079396.txt,1,5,1,1,through ,the ,distribution ,of ,trip ,"durations, ",while ,network ,topology ,is ,characterized ,through ,the ,pairwise ,distances ,between ,stations ,and ,the ,popularity ,
206,87,65,_10_1371_journal_pone_0089664.txt,1,5,2,1,richness ,and ,"composition, ",including ,the ,plant ,strategies ,that ,are ,most ,"affected, ",along ,three ,elevational ,gradients ,in ,a ,subarctic ,mountain ,ecosystem. ,
345,39,43,_10_1371_journal_pone_0069829.txt,1,5,2,1,impact ,reverberates ,through ,entire ,networks ,in ,ways ,that ,are ,poorly ,"understood, ",difficult ,to ,"assess, ",and ,even ,more ,difficult ,to ,predict. ,
227,27,48,_10_1371_journal_pone_0065137.txt,1,5,1,1,show ,of ,respect ,necessitates ,some ,contrasting ,disrespect ,that ,is ,being ,restored. ,Using ,civic ,virtues (,such ,as ,helping ,behavior) ,as ,a ,
247,35,167,_10_1371_journal_pone_0069254.txt,1,5,1,1,be ,an ,improvement, ,"consequently, ",they ,were ,frustrated ,that ,it ,was ,differentiated ,from ,and ,not ,coherent ,with ,the ,regular ,system. ,In 
273,53,199,_10_1371_journal_pone_0077026.txt,1,5,1,1,significant ,FST ,values ,between ,those ,from ,sites ,that ,were ,not ,separated ,by ,highways. ,"Secondly, ",birds ,from ,eleven ,urban ,sites ,had ,
259,44,32,_10_1371_journal_pone_0072984.txt,1,5,1,1,sites. ,The ,Breckland ,area ,of ,eastern ,England (,the ,Brecks) ,is ,designated ,as ,a ,Special ,Protection ,Area ,for ,a ,number ,of ,
243,32,140,_10_1371_journal_pone_0068258.txt,1,5,1,1,the ,concession ,of ,grant ,proposals. ,Results: 63.4% ,of ,the ,applications ,were ,funded. ,Bibliometric ,indicators ,for ,accepted ,proposals ,showed ,a ,better ,previous ,
157,13,32,_10_1371_journal_pone_0061876.txt,1,5,1,1,has ,precedence. ,The ,vehicle ,dynamics ,far ,from ,the ,crossing ,are ,governed ,by ,the ,rules ,introduced ,by ,Nagel ,and ,"Paczuski, ",which ,
306,85,176,_10_1371_journal_pone_0088914.txt,1,5,1,1,The ,results ,indicate ,the ,landscape ,in ,which ,the ,facilities ,are ,placed ,affects ,the ,levels ,of ,land ,transformation ,associated ,with ,wind ,
327,87,197,_10_1371_journal_pone_0089664.txt,1,5,1,1,"precisely, ",relatively ,more ,alien ,species ,present ,in ,the ,roadside ,were ,found ,to ,invade ,into ,the ,surrounding ,natural ,community ,at ,high ,
223,86,133,_10_1371_journal_pone_0089381.txt,1,5,1,1,central ,target ,when ,a ,concurrent ,peripheral ,task ,was ,added (,UFOV ,divided ,and ,selective ,attention ,subtests). ,Participants ,drove ,in ,a ,simulator ,
22,63,77,_10_1371_journal_pone_0080178.txt,1,5,1,1,carefully ,evaluated. ,A ,bipartite ,URT ,usage ,network ,was ,developed ,and ,used ,to ,determine ,the ,inherent ,connections ,between ,urban ,rail ,transits ,
66,4,190,_10_1371_journal_pone_0057255.txt,1,5,1,1,with ,large ,multiple ,subcortical ,leukoaraiosis. ,Periventricular ,leukoaraiosis ,was ,not ,significantly ,associated ,with ,crossroad ,crashes. ,Involvement ,in ,crashes ,of ,any ,"type, ",
35,0,197,_10_1371_journal_pone_0053755.txt,1,5,1,1,or ,Lubumbashi (,"r = −0.28, −0.30 ","respectively, ",p<0.0001). ,"Further, ",ownership ,was ,significantly ,negatively ,correlated ,with ,distance ,to ,primary ,national ,roads ,and ,railways (,all ,
185,35,55,_10_1371_journal_pone_0069254.txt,1,5,1,1,investigated ,how ,the ,Cambridgeshire ,Guided ,"Busway, ","UK, ",was ,used ,and ,experienced ,in ,the ,weeks ,following ,its ,"opening, ",using ,the ,method ,
268,51,111,_10_1371_journal_pone_0075424.txt,1,4,1,1,multivariable ,model ,using ,purposeful ,selection ,of ,variables. ,The ,analysis ,was ,repeated ,using ,multiple ,logistic ,regression ,with ,passing ,distance ,dichotomised ,by ,
309,90,91,_10_1371_journal_pone_0091058.txt,1,4,1,1,"China, ",comprising 40 ,males (80 ,hips) ,and 40 ,females (80 ,hips). ,The ,images ,were ,imported ,into ,Mimics 10.01 ,to ,perform 3,D ,reconstruction. ,THA-,associated ,anatomical ,
89,48,138,_10_1371_journal_pone_0074918.txt,1,4,1,1,sampling ,grid ,covering ,the ,landscape ,under ,study. ,The ,outputs ,were ,compared ,to ,field ,data. ,We ,investigated ,two ,landscapes ,using ,grids ,
274,54,46,_10_1371_journal_pone_0077294.txt,1,4,1,1,four 5-,min ,driving ,sessions ,in ,a ,simulator. ,The ,participants ,were ,instructed ,to ,maintain ,the ,car ,in ,the ,right ,lane ,of ,
147,40,203,_10_1371_journal_pone_0071179.txt,1,4,2,1,human ,settlements ,or ,water ,sources. ,Overall ,more ,elephants ,were ,actively ,injured ,during ,the ,dry ,season ,than ,the ,wet ,season ,as ,
49,40,172,_10_1371_journal_pone_0071179.txt,1,4,2,1,Cases ,of ,passive ,and ,active ,injuries ,in ,elephants ,were ,negatively ,related ,to ,the ,proximity ,to ,roads ,and ,farms, ,the ,distribution 
253,40,12,_10_1371_journal_pone_0071179.txt,1,4,1,1,few ,studies ,have ,ever ,focused ,on ,the ,elephants ,that ,are ,wounded ,or ,killed ,as ,local ,communities ,attempt ,to ,scare ,these ,
202,40,187,_10_1371_journal_pone_0071179.txt,1,4,1,1,roads ,and ,farms, ,the ,distribution ,of ,injured ,elephants ,was ,not ,affected ,by ,the ,presence ,of ,either ,human ,settlements ,or ,water 
138,8,132,_10_1371_journal_pone_0058650.txt,1,4,2,2,in ,the ,MOH 2011 ,Strategic ,Plan. ,Results: ,Differences ,in ,performance ,were ,noted ,by ,district ,and ,residence. ,Finance ,and ,service ,delivery ,domains ,
139,8,265,_10_1371_journal_pone_0058650.txt,1,4,2,2,facilities ,in ,three ,districts ,of ,Zambia. ,Differences ,in ,performance ,were ,noted ,by ,district ,and ,residence ,in ,most ,domains ,with ,finance ,
214,23,201,_10_1371_journal_pone_0064782.txt,1,4,1,1,an ,individual ,level. ,Only 16% ,of ,the ,changes ,in ,KSS ,were ,predicted ,by ,the ,observer. ,The ,correlation ,between ,the ,observer ,ratings ,
112,62,35,_10_1371_journal_pone_0079967.txt,1,4,1,1,studies ,examined ,the ,idea ,that ,spatial ,variation ,in ,roadkills ,is ,influenced ,by ,a ,complex ,interplay ,between ,road-,related ,"factors, ",and ,
77,50,145,_10_1371_journal_pone_0075308.txt,1,4,1,1,approximately 80% ,of ,the ,total ,decontamination ,"cost, ",of ,which ,approximately 60% ,is ,associated ,with ,storage. ,In ,"addition, ",the ,costs ,of ,decontamination ,per ,
54,98,25,_10_1371_journal_pone_0094351.txt,1,4,1,1,diverse ,fascinating ,non-,equilibrium ,"phenomena, ",most ,of ,which ,are ,closely ,related ,to ,traffic ,flow ,stability ,and ,specifically ,the ,growth/,dissipation ,
224,25,115,_10_1371_journal_pone_0064968.txt,1,4,1,1,and ,fields ,to ,reproduce ,the ,processes ,in ,which ,forests ,are ,converted ,into ,arable ,lands. ,For ,a ,selected ,level ,of ,habitat ,
248,36,109,_10_1371_journal_pone_0069258.txt,1,4,1,1,not ,discount ,it ,by ,the ,ease ,with ,which ,it ,was ,achieved. ,These ,results ,clarify ,our ,understanding ,of ,the ,correspondence ,bias ,
249,37,141,_10_1371_journal_pone_0069469.txt,1,3,1,1,predicted ,with ,a ,striking ,level ,of ,accuracy. ,This ,observation ,is ,confirmed ,by ,the ,analytical ,calculation ,of ,key ,topological ,properties ,of ,
12,18,102,_10_1371_journal_pone_0064128.txt,1,3,1,1,of ,mice ,under ,controlled ,dose ,and ,duration. ,This ,paradigm ,was ,used ,for ,a ,pilot ,study ,of ,prenatal ,nPM ,impact ,on ,
32,13,104,_10_1371_journal_pone_0061876.txt,1,3,1,1,do ,not ,obey ,the ,rule ,of ,precedence. ,This ,problem ,is ,treated ,within ,a ,game-,theory ,"framework, ",where ,the ,drivers ,that ,
293,72,189,_10_1371_journal_pone_0085557.txt,1,3,1,1,Thus ,obtained ,three-,dimensional ,representation ,of ,the ,canal ,network ,was ,generated ,for ,the ,first ,time ,without ,the ,need ,of ,histological ,
168,72,207,_10_1371_journal_pone_0085557.txt,1,3,1,1,of ,histological ,or ,other ,destructive ,methods. ,Several ,canal ,patterns ,were ,observed. ,Although ,most ,of ,them ,were ,"simple, ",i.,e. ,only ,
205,74,280,_10_1371_journal_pone_0086294.txt,1,3,1,1,concluded ,that ,bond ,strengths ,inside ,the ,root ,canal ,were ,not ,affected ,by ,the ,adhesive ,approach ,of ,the ,post-,and-,core-,
103,93,163,_10_1371_journal_pone_0091942.txt,1,3,3,2,weight ,of ,individuals. ,Wood ,mice ,captured ,where ,cattle ,were ,present ,showed ,higher ,FCM ,levels ,than ,individuals ,living ,where ,cattle ,were ,
337,93,163,_10_1371_journal_pone_0091942.txt,1,3,3,2,weight ,of ,individuals. ,Wood ,mice ,captured ,where ,cattle ,were ,present ,showed ,higher ,FCM ,levels ,than ,individuals ,living ,where ,cattle ,were ,
176,93,174,_10_1371_journal_pone_0091942.txt,1,3,3,1,higher ,FCM ,levels ,than ,individuals ,living ,where ,cattle ,were ,not ,detected. ,FCM ,levels ,were ,higher ,in ,non-,breeding ,individuals ,living ,
288,64,125,_10_1371_journal_pone_0080275.txt,1,2,1,1,species ,in ,"India, 77 ",are ,invasive ,species ,in ,China ,and 23 ,are ,declared ,weeds/,invaders ,in ,South ,Africa. ,One ,hundred ,and ,one ,
126,96,21,_10_1371_journal_pone_0092459.txt,1,2,1,1,street ,dust ,from ,urban ,areas ,of ,"Tianjin, ",China ,was ,quantitatively ,analyzed ,using ,the ,method ,of ,toxicity ,characteristic ,leaching ,procedure (,TCLP) ,
298,75,103,_10_1371_journal_pone_0086742.txt,1,2,1,1,who ,did ,not ,crash ,during ,that ,period. ,Four ,controls ,were ,matched ,to ,each ,case ,by ,"sex, ",age ,and ,place ,of ,
110,77,65,_10_1371_journal_pone_0087244.txt,1,2,1,1,affecting ,road ,traffic ,fatalities. ,Methods ,and ,Findings: ,Four ,techniques ,were ,utilized ,to ,identify ,and ,analyze ,RTI ,hotspots. ,We ,used ,spatial ,
50,52,181,_10_1371_journal_pone_0076108.txt,1,2,1,1,large ,majority ,of ,microbial ,proteins ,found ,in ,endodontic ,samples ,were ,related ,to ,metabolic ,and ,housekeeping ,"processes, ",including ,protein ,"synthesis, ",energy ,
236,60,114,_10_1371_journal_pone_0078586.txt,1,2,1,1,an ,epoxy-,based ,endodontic ,sealer. ,The ,novel ,endodontic ,sealer ,was ,tested ,for ,its ,antimicrobial ,efficacy ,and ,evaluated ,for ,biocompatibility ,and ,
80,77,173,_10_1371_journal_pone_0087244.txt,1,2,2,1,identified ,five ,different ,"patterns, ",demonstrating ,that ,specific ,environmental ,characteristics ,are ,associated ,with ,different ,types ,of ,fatal ,crashes. ,Patterns 2 ,and 4 ,are ,
8,31,129,_10_1371_journal_pone_0067575.txt,1,2,2,1,of ,travel ,to ,work ,and ,personal ,and ,environmental ,characteristics ,were ,investigated ,using ,multinomial ,logistic ,regression. ,Results: ,Of ,the 1124 ,"respondents, 50% ",reported ,
328,90,176,_10_1371_journal_pone_0091058.txt,1,2,1,1,flare ,index (,CFI) ,and ,distal ,canal ,flare ,index (,DCFI) ,were ,found ,between ,"genders, ",it ,was ,concluded ,the ,most ,significant ,differences ,
257,96,56,_10_1371_journal_pone_0092459.txt,1,2,1,1,hazard ,index (,HI) ,and ,the ,cancer ,risk ,index (,RI) ,were ,calculated ,to ,assess ,the ,potential ,risk. ,The ,sequence ,of ,potential ,
155,66,208,_10_1371_journal_pone_0081153.txt,1,2,1,1,observed ,that ,different ,geographical ,areas ,of ,a ,large ,metropolis ,were ,impacted ,differently ,by ,the ,weather. ,Using ,data ,of ,urban ,infrastructure ,
84,89,230,_10_1371_journal_pone_0090835.txt,1,2,1,1,patients ,with ,zebra ,crosswalk ,accidents. ,Accidents ,involving ,large ,vehicles ,are ,associated ,with ,increased ,risk ,of ,severe ,injury. ,Further ,prospective ,studies ,
173,45,130,_10_1371_journal_pone_0073427.txt,1,2,1,1,Strait ,of ,Juan ,de ,Fuca. ,Twenty-,seven ,mortality ,events ,were ,detected ,within ,the ,vicinity ,of ,the ,Hood ,Canal ,"Bridge, ",while ,
104,28,197,_10_1371_journal_pone_0065198.txt,1,2,1,1,"per 10,000 ",vehicles ,from 2004 ,to 2011 ,respectively. ,"However, ",the ,mortality ,rate ,was ,increased ,from 51 ,to 65 ,cases ,per 1000 ,accidents ,from 2004 ,to ,March 2011 ,respectively. ,
317,32,245,_10_1371_journal_pone_0068258.txt,1,2,1,1,and ,Education ,are ,the ,only ,areas ,where ,no ,relation ,was ,"found, ",although ,this ,may ,be ,due ,to ,the ,limitations ,of ,
340,81,131,_10_1371_journal_pone_0087944.txt,1,2,1,1,at ,one ,of ,three ,"speeds: 30, 60, ",or 90 ,kph (,no ,vultures ,were ,struck). ,Flight ,initiation ,distance ,of ,vultures ,increased ,by ,a ,factor ,
183,16,140,_10_1371_journal_pone_0063385.txt,1,2,1,1,within ,the ,bag-,of-,feature ,framework. ,The ,proposed ,method ,is ,verified ,on ,a ,variety ,of ,image ,categorization ,tasks ,including ,outdoor ,
304,83,87,_10_1371_journal_pone_0088445.txt,1,2,1,1,The ,crucial ,pipes ,are ,identified ,eventually. ,The ,proposed ,methodology ,is ,illustrated ,by ,an ,example. ,The ,results ,show ,that ,the ,demand ,
53,62,192,_10_1371_journal_pone_0079967.txt,1,2,2,1,Analysis ,of ,connectivity ,scenarios ,suggested ,that ,owl ,roadkills ,were ,primarily ,related ,to ,short ,range ,movements (<5 ,km) ,between ,high ,quality ,territories. ,
284,62,207,_10_1371_journal_pone_0079967.txt,1,2,2,1,km) ,between ,high ,quality ,territories. ,Tawny ,owl ,roadkills ,were ,spatially ,"autocorrelated, ",but ,the ,introduction ,of ,spatial ,filters ,in ,the ,regression ,
164,40,138,_10_1371_journal_pone_0071179.txt,1,2,1,1,more ,harm, ,on ,the ,other ,"hand, ",no ,such ,bias ,was ,observed ,in ,the ,case ,of ,passive ,injuries. ,Bias ,was ,also 
323,53,223,_10_1371_journal_pone_0077026.txt,1,2,1,1,from ,the ,Hardy–,Weinberg ,equilibrium ,but ,no ,such ,deviation ,was ,found ,in ,birds ,from ,rural ,sites. ,Conclusion: ,We ,"cannot, ","therefore, ",
71,14,268,_10_1371_journal_pone_0062712.txt,1,2,1,1,indicates ,that ,the ,levels ,of ,ARGs ,at ,this ,site ,were ,associated ,with ,the ,environmental ,levels ,of ,"antibiotics.

",: ,The ,western ,
261,95,226,_10_1371_journal_pone_0092430.txt,1,2,1,1,recovery ,"actions, ",but ,the ,extent ,to ,which ,this ,was ,true ,depended ,on ,the ,target ,koala ,population ,growth ,rate. ,Given ,that ,
200,44,147,_10_1371_journal_pone_0072984.txt,1,2,1,1,local ,density ,of ,nearby ,"buildings, ",roads ,and ,traffic ,levels ,were ,assessed ,using ,normal ,kernel ,distance-,weighting ,functions. ,Quasi-,Poisson ,generalised ,
3,4,68,_10_1371_journal_pone_0057255.txt,1,2,1,1,health ,check-,ups ,and ,answered ,a ,road ,traffic ,questionnaire ,were ,examined ,to ,determine ,whether ,asymptomatic ,leukoaraiosis ,was ,associated ,with ,various ,
184,35,33,_10_1371_journal_pone_0069254.txt,1,2,1,1,public ,transport ,systems. ,Yet ,how ,new ,public ,transport ,infrastructure ,is ,experienced ,and ,integrated (,or ,not) ,into ,daily ,practice ,is ,little ,
